review_text,label,source,paper_id,standardized_structure,predictable_criticism,excessive_balance,linguistic_homogeneity,generic_domain_language,conceptual_feedback,absence_personal_signals,repetition_patterns
"This paper proposes using an RNN to model the temporal evolution of probability distributions for time series forecasting, discretizing the output space via softmax and treating the problem as classification. I've read through this twice and have mixed feelings.

The core idea is reasonable and I can see the appeal — framing density estimation as classification over discretized bins is a known trick (it reminds me of WaveNet and similar work), but applying it systematically to probabilistic time series forecasting with an explicit focus on the distributional dynamics is a decent contribution. The smoothness regularization (both explicit via a penalty term and implicit through the bin discretization) is a sensible addition.

That said, I have several concerns. The experimental section is where this paper really struggles for me. Five datasets total, three of which are synthetic — that's not enough to convince me this generalizes. The real-world experiments feel thin. I kept looking for ablations that would clearly isolate what's doing the work: is it the RNN architecture, the distributional output, the smoothness regularization, or some combination? Table 2 gives aggregate numbers but I couldn't trace back clearly which design choices matter most. The baselines are also somewhat dated — there's no comparison to recent transformer-based probabilistic forecasters or even something like DeepAR, which feels like a significant omission in 2024.

The Monte Carlo procedure for multi-step forecasting described in Section 4 (I think around page 6-7?) is described fairly briefly and I'm not convinced the authors have fully accounted for error accumulation over longer horizons. How does performance degrade as the forecast horizon increases? I didn't see a systematic analysis of this, which is actually the most interesting regime for probabilistic forecasting.

On the technical side — the softmax discretization requires choosing the number of bins, and I found the discussion of this hyperparameter sensitivity pretty unsatisfying. Figure 3 shows some sensitivity analysis but the range tested feels narrow. In my experience this kind of discretization can be quite brittle when the distribution has heavy tails or the support shifts over time.

The writing is generally clear but there are places where notation gets sloppy. Around equation 5 I had to re-read several times to understand what the authors meant by the ""operator"" formulation. A cleaner definition upfront would help.

I might be wrong, but I also think the claim in the abstract that this shows ""advantage over compared baselines"" is overstated given the narrow experimental scope. Some results in Table 3 are marginal improvements within what I'd guess is noise.

Overall, I think the idea has merit and the paper is on the right track, but it needs stronger empirical validation, more modern baselines, and a cleaner theoretical exposition of what's actually novel about the operator learning framing versus prior distribution regression work. Not ready for acceptance in current form.",1,adversarial_bedrock_claude,BkDB51WR-,0.05,0.25,0.2,0.3,0.15,0.25,0.04,0.1
"This paper presents WILDS 2.0, an extension of the existing WILDS benchmark to include curated unlabeled data across 8 datasets. The motivation is clear and I think the community genuinely needs this kind of resource — the gap between what distribution shift papers claim and what they actually evaluate has been frustrating to watch grow over the past few years.

That said, I have mixed feelings about this submission. Let me explain.

The core contribution is essentially a data curation effort plus a systematic evaluation. I don't want to dismiss that — good benchmarks are incredibly valuable and unglamorous work. But I found myself wanting more from the analysis. The finding that ""success on WILDS is limited"" is stated almost matter-of-factly, but I think this deserves much deeper investigation. Why are these methods failing? Is it the nature of the shifts (which vary enormously across datasets), the scale of unlabeled data, or something more fundamental about the methods themselves? The paper gestures at some explanations but doesn't commit to strong claims. After reading this twice, I still don't have a clear intuition for what practitioners should actually do with these results.

The dataset curation decisions are described in Section 3 and I appreciate the detail, but I'm not entirely sure the unlabeled data is always ""realistic"" in the way the authors claim. For iWildCam specifically, the argument for why the unlabeled distribution is deployment-realistic feels a bit thin to me. I might be wrong — I'm not a wildlife monitoring expert — but this deserves more justification.

Table 2 and Table 3 are dense and hard to parse. I understand there's a lot of information to convey but I found myself losing track of which improvements were meaningful versus noise. Some discussion of effect sizes or statistical significance would help enormously here. In my experience, benchmark papers that don't address variance across runs end up being cited in misleading ways later.

The self-supervised methods section (Section 5.3 I think) was the most interesting to me, and honestly I wanted more of this. The result that SSL pretraining helps in some settings but not others is genuinely interesting and I felt the paper moved past it too quickly.

One more thing — the related work situates this well against prior domain adaptation benchmarks, but I think the connection to test-time adaptation literature is underexplored. Methods like TTT or TENT seem highly relevant and their absence from the evaluation feels like a gap.

Overall: this is solid, useful work. The benchmark itself will be a real contribution to the community. But the paper reads more like a technical report than a research paper with a clear thesis, and I think it needs either sharper empirical findings or more theoretical framing to fully justify conference publication. I'm leaning toward acceptance given the practical value, but the authors need to do more work explaining *why* current methods fail, not just *that* they fail.",1,adversarial_bedrock_claude,z7p2V6KROOV,0.05,0.15,0.3,0.2,0.15,0.45,0.02,0.1
"This paper proposes using latent diffusion models to encode trajectory segments as ""latent skills"" for offline RL, then learning a Q-function in this compressed latent space. The core intuition — that temporally abstract representations might help with credit assignment and reward propagation — is reasonable, and the empirical results on D4RL look competitive.

That said, I have significant concerns about both the novelty framing and the experimental validation.

On novelty: the combination of latent diffusion with offline RL is interesting, but the paper oversells how novel this is. Temporal abstraction via learned skills for RL has a long history (options framework, HIRO, SPiRL, etc.), and encoding trajectories with diffusion models has appeared in several concurrent works. The authors don't do nearly enough to differentiate from SPiRL and related skill-learning approaches. I kept waiting for a crisp ""here is what we do fundamentally differently"" and never got a fully satisfying answer. The batch-constraining via latent space is presented as a key contribution but I found the argument somewhat circular — you avoid extrapolation by only querying latents that were trained on in-distribution trajectories, but this is basically just saying the encoder hasn't seen OOD data. That's a property of the architecture, not a principled constraint mechanism.

The empirical results in Table 1 and 2 look good overall, especially on the maze and sparse reward tasks, which is where I'd expect this method to shine given the temporal abstraction argument. But I'm troubled by a few things. First, the ablations (Section 5.3 I think) feel thin — it's not entirely clear to me whether the gains come from the diffusion model specifically vs. just using any reasonably expressive sequence encoder. Did the authors try a transformer-based encoder as a baseline? That comparison is conspicuously absent. Second, the variance across seeds isn't always reported consistently across tables, which makes direct comparisons hard to trust.

The explanation of the Q-learning objective in Section 3.2 was genuinely confusing to me. After reading it twice, I'm still not 100% sure how the temporal abstraction affects the Bellman backup — specifically, how do you handle variable-length skill segments when computing target values? Figure 2 helps a bit but the math in equations (4) and (5) needs more careful exposition.

I'll also say — the claim of ""state-of-the-art"" in the abstract is a bit aggressive given that comparisons to very recent methods (post-2023) seem incomplete.

In my experience, papers in this space live or die by whether the representation is actually doing useful work or whether the improvement is just from better hyperparameter tuning / model capacity. I'm not yet convinced the authors have ruled out the latter.

Overall I think there's a real idea here worth pursuing, and the empirical results are promising enough that I don't want to dismiss it. But the paper needs a stronger ablation story and a clearer mechanistic argument for why latent diffusion specifically is the right choice. Borderline — leaning toward weak reject but could be swayed.",1,adversarial_bedrock_claude,tGQirjzddO,0.1,0.2,0.3,0.4,0.15,0.25,0.05,0.1
"This paper tackles an interesting and practically relevant problem — pruning at initialization — and attempts to provide theoretical grounding for why existing methods sometimes fail catastrophically (e.g., entire layers getting pruned). I appreciate the motivation, and the problem of layer collapse is real and underappreciated in the literature.

That said, I have significant concerns about this submission.

The theoretical contributions, while presented as ""comprehensive,"" feel somewhat incremental to me. After reading sections 3 and 4 twice, I'm not entirely convinced the theoretical results here go substantially beyond what could be derived from fairly straightforward applications of existing concentration inequalities and gradient flow analysis. The authors claim novel principled approaches, but the connection between the theory in Section 3 and the actual algorithmic proposals feels tenuous. I kept asking: does Theorem 2 actually *motivate* the proposed fix, or is the fix somewhat obvious and the theorem retrofitted around it? I think it's closer to the latter, though I might be wrong.

The experimental section is where things get shakier. The baselines are not comprehensive — notably, comparisons to SNIP (Lee et al. 2018) are present, but GraSP and SynFlow are either missing or only superficially addressed. Given that SynFlow was specifically designed to address the layer-collapse problem the authors are focused on, this omission is pretty glaring. The authors need to directly compare against SynFlow across all their benchmarks, not just mention it in passing.

Table 2 shows improvements on CIFAR but the gains on ImageNet are modest and I'd want to see statistical significance reported. In my experience, variance across seeds for these pruning experiments can be large enough to swallow the differences being claimed.

I found Figure 3 genuinely useful — it visually demonstrates the layer collapse issue clearly, and this is probably the most compelling piece of evidence in the paper. More of this kind of analysis would strengthen the work.

The writing needs work. The introduction is too long and the related work section reads like a laundry list. Page 6 in particular is dense to the point of being hard to follow — the notation around equation (4) is introduced too quickly.

One more thing: the claim in the abstract that this is a ""comprehensive theoretical analysis"" is overselling it. It's a partial analysis of specific pruning criteria under specific assumptions. Calling it comprehensive invites scrutiny the paper can't fully withstand.

Overall, I think there's a solid paper somewhere in here. The problem is real, the layer-collapse framing is useful, and some of the theoretical intuitions are interesting. But in its current form the experimental comparisons are incomplete, the theory-to-algorithm link is weak, and the writing needs tightening. I lean toward rejection but would genuinely reconsider with a strong revision addressing the SynFlow comparison and cleaner theoretical narrative.",1,adversarial_bedrock_claude,vXj_ucZQ4hA,0.1,0.25,0.3,0.3,0.2,0.35,0.05,0.15
"This paper tackles an interesting and timely problem — using ML to quantify stylistic similarity for copyright infringement detection in AI-generated art. The legal framing (plaintiff vs. defendant artwork sets) is a nice touch and distinguishes it somewhat from generic image similarity work.

That said, I have significant concerns about the technical depth and novelty here. Fine-tuning ResNet and using softmax probabilities as ""similarity scores"" is... pretty much just standard image classification. I've been reviewing ML papers for over a decade and I struggle to see what the methodological contribution actually is beyond applying off-the-shelf tools to a new domain. The abstract even admits it's ""straightforward"" and ""simple"" — which I appreciate for honesty, but raises the question of whether this clears the bar for a research venue as opposed to, say, a technical report or industry blog post.

The Mickey Mouse case study is the only empirical evaluation, which is a real weakness. I read the experimental section twice and kept waiting for additional test cases. Mickey Mouse is iconic and visually distinctive, which probably makes this an easier-than-average case. How does this approach hold up for artists with more subtle, less visually codifiable styles? Think someone like Monet versus, say, a contemporary digital illustrator. The choice of a single, maximally recognizable character as the sole case study feels like cherry-picking, even if unintentionally so.

I'm also troubled by the legal grounding. The paper invokes copyright law framing but the connection feels superficial. The ""total concept and feel"" test in Arnstein v. Porter, or the more recent discussions around Andersen v. Stability AI, involve nuances that a softmax probability simply cannot capture. I might be wrong, but I think the paper oversells the legal alignment without engaging seriously with what courts actually examine. A collaboration with legal scholars would strengthen this considerably.

On the interpretability side — the saliency maps are a nice addition but Figure 4 (if I recall correctly) shows fairly generic activation patterns that don't obviously correspond to legally meaningful stylistic features. What exactly is the model keying in on? Ears? Color palette? The paper doesn't really interrogate this.

The hyperparameter tuning section is thorough, I'll give it that. The robustness analysis with distractor classes is useful and shows some genuine thought about real-world deployment.

Bottom line: the problem framing is valuable, the writing is clear, and I appreciate that the authors are honest about the simplicity of their approach. But the single case study, shallow legal engagement, and lack of comparison to existing similarity metrics (SSIM, perceptual hashing, CLIP embeddings — why not compare?) make this feel premature for publication in its current form. I'd encourage a substantial revision with broader evaluation and more rigorous engagement with both the legal and technical literature.",1,adversarial_bedrock_claude,9zKm3TytBG,0.05,0.2,0.25,0.3,0.15,0.35,0.05,0.1
"This paper proposes a framework for improving saliency maps by generating ""decoy"" samples through perturbations that preserve intermediate representations, then aggregating the resulting saliency maps. The core idea is interesting and I think there's something genuinely useful here, but I have significant concerns about the execution and evaluation that I need to see addressed.

Let me start with what I found compelling. The observation that gradient saturation and inter-feature dependence are underaddressed in existing aggregation schemes is fair, and the theoretical framing around robustness to adversarial perturbations on saliency (not the classifier itself — an important distinction) is a reasonable contribution. The connection to SmoothGrad is obvious and the authors should be more upfront about this relationship earlier in the paper rather than burying the comparison.

Here's my main problem: the perturbation mechanism described in Section 3 (around equations 4-6 if I'm counting correctly) is not clearly specified in terms of how you actually *find* perturbations that preserve intermediate representations. The authors wave at this being solved via an optimization procedure but the practical implementation details are vague enough that I genuinely couldn't reproduce this from the paper alone. Is this a gradient-based search? What layer counts as ""intermediate""? The choice seems to matter enormously and I found no sensitivity analysis. After reading this section twice I still wasn't confident I understood the procedure.

The experimental evaluation in Table 2 uses pointing game and insertion/deletion metrics — fine choices — but the baselines feel cherry-picked. Where is Integrated Gradients with the full Sundararajan et al. setup? Where are the SHAP-based comparisons on the image tasks? I'm not saying the method doesn't work, but the strongest recent competitors don't seem to be included, and that makes it hard to trust the claimed outperformance.

Figure 3 is supposed to be the qualitative showcase and honestly... it's underwhelming. The differences between the proposed method and SmoothGrad are subtle at best on most examples. The authors claim superiority but I'd struggle to defend that claim visually. Maybe I'm missing something.

The theoretical results in Section 4 are the strongest part of the paper. The proof that the aggregated map is robust to a specific class of adversarial saliency attacks is clean and I think correct (I checked Proposition 2 carefully). But the connection between this theoretical guarantee and the empirical results is never made explicit — do any of the benchmark tasks actually involve adversarial manipulation of saliency? I don't think they do, which makes the theory feel disconnected from the experiments.

I might be wrong about the reproducibility concern if the appendix has more detail than I'm giving it credit for — but if so, that material needs to come forward into the main paper.

Overall: interesting idea, theory is solid, empirical evaluation needs significant work. I'm leaning reject but would genuinely reconsider with stronger baselines and clearer implementation details.",1,adversarial_bedrock_claude,4cC0HFuVd2d,0.05,0.15,0.2,0.25,0.1,0.2,0.02,0.08
"This paper investigates whether pretrained models are inherently better active learners than their randomly initialized counterparts, arguing that the ability to select informative/disambiguating examples is an ""emergent property"" of pretraining. I've read through this twice and have mixed feelings.

The core empirical finding — that uncertainty sampling with pretrained models achieves comparable accuracy with up to 6x fewer labels — is interesting, though I'm somewhat skeptical of how robust this claim is across the board. The 6x figure appears to be a best-case scenario cherry-picked from specific datasets (if I'm reading Table 2 correctly), and the average improvement is considerably more modest. I wish the authors were more upfront about this in the abstract.

The framing around ""task ambiguity"" and ""safe deployment"" feels a bit oversold to me. The connection between active learning efficiency and safety is asserted rather than demonstrated. I found this framing confusing — the paper is really about standard active learning with pretrained features, dressed up in a safety narrative. I don't think that narrative adds much and it muddies the contribution.

That said, the analysis of *why* pretrained models select better examples is genuinely the most interesting part of the paper. The observation that uncertainty sampling preferentially selects minority group examples and spurious-feature-decorrelated examples (Section 4, I believe) is a nice mechanistic story. I'd like to see this quantified more rigorously though. The current analysis feels somewhat qualitative.

My bigger concern is novelty. The idea that pretrained representations lead to better active learning is... not new? There's a substantial body of work on active learning with pretrained features, including contrastive learning papers that make similar observations. The authors cite some of this but I don't think they adequately distinguish their contribution. What exactly is new here beyond a more systematic empirical study? I might be wrong, but I feel like the ""emergent property"" framing is doing a lot of rhetorical work to dress up what is essentially a thorough ablation study.

The experiments are reasonably comprehensive across image and text domains, which I appreciate. But the unpretrained baseline comparisons feel somewhat unfair in places — are we controlling for model capacity properly? A randomly initialized ViT is quite different from a randomly initialized ResNet-18 in terms of optimization dynamics, and I wasn't convinced the comparisons are apples-to-apples throughout.

Figure 3 is helpful but honestly a bit busy. I had to stare at it for a while.

Overall: the paper has real empirical content and the core finding is plausible and useful to the community. But the theoretical framing is weak, the novelty claims are overstated, and the safety motivation feels tacked on. I'd lean toward weak reject in current form, but I think with a more honest framing of contributions and stronger analysis of the mechanistic claims, this could be a solid paper.",1,adversarial_bedrock_claude,AkJyAE46GA,0.05,0.2,0.3,0.25,0.15,0.35,0.04,0.1
"This paper proposes replacing the stochastic encoder in VAEs with a deterministic autoencoder plus explicit regularization, followed by an ex-post density estimation step. The core observation — that sampling from a Gaussian encoder is equivalent to injecting noise into the decoder — is clean and I think genuinely useful as a conceptual reframing, even if it's not entirely surprising in retrospect.

Let me start with what I liked. The paper is generally well-written and the empirical study is reasonably thorough. The ex-post density estimation idea (fitting a flow or GMM in the latent space after training) is practical and I can see this being adopted independently of the rest of the framework. The molecule generation experiments are a nice touch — too many generative modeling papers stay exclusively in image land. Figure 3 is informative and I appreciated the visualization of latent spaces under different regularization schemes.

That said, I have real concerns. The theoretical justification for *why* this should work as well as VAEs is thin. The authors essentially say ""regularization + ex-post estimation ≈ VAE,"" but this is hand-wavy. The ELBO has a specific statistical interpretation, and I'm not convinced that swapping in dropout or spectral normalization gives you anything analogous in a principled sense. Section 3 gestures at this but doesn't deliver. I found myself reading it twice and still feeling unsatisfied.

The comparison to existing ""regularized autoencoder"" literature is also incomplete. WAE/MMD (Tolstikhin et al.), RAE (Ghosh et al. 2019 — which feels like a very close predecessor), and AAE are mentioned but I don't think the experimental comparison is thorough enough to establish clear superiority. Specifically, Table 2 shows mixed results on FID scores, and the authors' framing of these as ""comparable or better"" is somewhat optimistic. On CelebA the improvements are marginal and within what I'd expect from hyperparameter tuning variance.

I'm also a bit skeptical about the ex-post density estimation step being as straightforward as presented. In practice, if your latent space has poor structure, fitting a normalizing flow on top won't save you — and the paper doesn't discuss failure modes here. What happens when the regularization is insufficient?

Minor things: the notation in Section 4 gets cluttered around equations 6-8, and I had to re-read several times. Page 6 has a paragraph that reads like it was written at 2am and never edited — the one starting ""We note that in practice...""

Overall, I think this is a solid empirical contribution with a useful practical takeaway, but it's oversold theoretically. The paper would be stronger if it dropped some of the theoretical framing and positioned itself more honestly as an empirical study of regularization strategies for autoencoders with a practical generative modeling recipe. As it stands, borderline accept — leaning toward accept if the authors can sharpen the theoretical claims or be more honest about their limitations.",1,adversarial_bedrock_claude,S1g7tpEYDS,0.1,0.15,0.3,0.35,0.15,0.3,0.05,0.1
"This paper proposes a game-theoretic framework for LLM decoding that models the process as a multistage Bayesian game to improve consistency and reliability. The core idea — using game theory to adjudicate between ""Valid"" and ""Specious"" outputs — is genuinely interesting, and I appreciate that the authors are trying to address something real and important. That said, I have significant concerns about the execution and presentation.

Let me start with the theoretical framing. The Bayesian decoding game formulation (Section 3, around equations 4-7 if I'm reading the numbering right) is presented with a level of formality that doesn't quite match the actual implementation. I found myself reading through the equilibrium analysis twice and still unclear on whether the convergence guarantees are tight or just asymptotic hand-waving. What are the actual assumptions required for the Nash equilibrium to be reached in practice? This matters a lot because real decoding runs a finite number of steps, and the gap between theory and practice here feels papered over.

The headline result — LLaMA 13B at 78.1 vs PaLM 540B at 76.6 — is prominently featured in the abstract and I think it's being oversold. These numbers are on TruthfulQA if I'm not mistaken, and in my experience that benchmark is notoriously sensitive to prompt formatting and evaluation methodology. The comparison is also somewhat apples-to-oranges given the different training data, RLHF procedures, etc. I'm not saying the result is wrong, just that the framing feels a bit breathless.

The ablation studies in Table 3 are appreciated but feel incomplete. What happens when you vary the number of game rounds? Is the method sensitive to the prior initialization? These feel like obvious things to test and their absence is conspicuous.

I'm also puzzled by the ""Ambiguity Calibration"" component. The motivation is clear enough, but I found the connection to calibration in the traditional sense (ECE, reliability diagrams, etc.) quite loose. The authors use the word ""calibration"" in a way that doesn't really align with how the broader community uses it. This either needs to be more carefully distinguished or the methodology needs to be tightened up.

On the positive side — and I do want to be fair here — the writing is generally clear, the problem motivation is solid, and the idea of integrating multiple LLM strategies through a game mechanism is creative. Figure 2 does a reasonable job illustrating the framework intuitively.

My honest assessment: this is a paper with a genuinely interesting core idea that needs more rigorous theoretical grounding and more careful empirical validation. The current version reads somewhat like the authors got excited by a promising result and submitted before fully stress-testing the framework. I'd encourage a major revision focusing on tightening the theory and expanding the ablations. Borderline reject leaning toward rejection in current form, but I could be persuaded otherwise.",1,adversarial_bedrock_claude,qLRaPfDPXK,0.1,0.2,0.3,0.3,0.15,0.3,0.05,0.1
"This paper proposes a flow-based approach for learning optimal transport maps between two empirically observed distributions P and Q. The core idea is to parameterize the transport as a continuous flow and minimize a transport cost objective. The applications to MI estimation, energy-based models, and image translation are reasonable demonstrations.

Let me be direct about my concerns. The technical novelty here feels incremental to me. The connection between normalizing flows and dynamic OT (via Benamou-Brenier) is well-established, and papers like those from Lipman et al. on flow matching, Albergo & Vanden-Eijnden on stochastic interpolants, and Liu et al. on rectified flows have already covered significant ground here. I read through Section 3 twice and I'm struggling to identify what is genuinely new beyond combining existing components. The authors should be much more explicit about this — right now the related work section (around page 3-4) reads as somewhat dismissive of very closely related concurrent work.

The experimental results are the paper's stronger suit, but I have reservations. Table 1 showing mutual information estimation results — the improvements over baselines like MINE and InfoNCE are modest in some regimes, and I notice the authors don't report variance across multiple runs consistently. This is sloppy. For high-dimensional MI estimation (the main claimed contribution), the comparison set feels cherry-picked. What about more recent neural estimators?

The ""infinitesimal density ratio estimation"" framing in Section 4.2 is interesting and I think this might actually be the most novel contribution, but it's buried and underdeveloped. I'd honestly like to see this expanded significantly at the expense of some of the other applications.

Figure 3 is hard to parse — the caption doesn't explain what we're actually looking at clearly enough, and the color scheme makes it difficult to distinguish distributions in the 2D examples.

I'm not entirely sure the scalability claims hold up. The paper says ""high-dimensional"" prominently but the image experiments are on relatively standard benchmarks (64x64 images if I'm reading correctly). This isn't really stress-testing the method at the scale I'd expect given the title's promise.

One more thing that bothered me: Equation 7 introduces a regularization term but the sensitivity to this hyperparameter is never properly ablated. In my experience with flow-based methods, this kind of regularization can completely dominate performance and the lack of analysis here is a real gap.

The writing is generally clear but occasionally imprecise. ""Accessible via finite samples"" in the abstract sounds obvious — all empirical work operates this way.

Overall I think this is borderline. There are interesting ideas here and the applications are legitimate, but the novelty case needs to be made much more carefully, and the experiments need tightening. I'd lean toward weak reject at this stage, though I'm open to being convinced otherwise if the authors can sharpen the novelty argument.",1,adversarial_bedrock_claude,i7P2mK3x3o,0.1,0.2,0.2,0.3,0.15,0.3,0.05,0.1
"This paper tackles an interesting problem in high-dimensional Bayesian optimization — the ""collision"" phenomenon where points with very different objective values get mapped to nearby locations in the learned latent space. The motivation is clear and I think the core observation is genuinely useful. Figure 2 does a decent job illustrating the collision problem visually, though I wish they had been more quantitative about how prevalent this is across different architectures and datasets before jumping to the proposed fix.

The regularizer itself (equation 4 or so) is fairly intuitive — penalizing pairs that are too close in latent space relative to their target distance. This is essentially a margin-based or metric learning approach, and I have to say I was a bit surprised the authors didn't engage more seriously with the metric learning literature. There's a ton of work on contrastive losses, triplet losses, etc. that does something quite similar. The paper references some BO-specific works but feels somewhat siloed. I might be wrong, but I think a more careful discussion of how CoFLO differs from, say, siamese network approaches would strengthen the paper considerably.

The theoretical section is... okay. Theorem 1 provides regret bounds but I found myself skeptical about some of the assumptions — particularly the Lipschitz continuity assumption on the learned mapping, which is essentially what the regularizer is trying to enforce. There's a bit of circularity here that I found troubling after reading the proof sketch twice. The bound also seems to scale poorly with dimension in ways the authors don't really discuss.

Empirically, the results on synthetic benchmarks look good, and I appreciated the cosmic experimental design application — that's a genuinely interesting use case that I don't often see in BO papers. However, Table 2 shows CoFLO underperforming on a couple of benchmarks and the authors basically wave this away in a single sentence. That's not acceptable. When your method loses, you need to understand why.

A few smaller issues: the ablation in Section 4.3 is helpful but I wanted to see sensitivity to the margin hyperparameter more thoroughly explored. Also, the runtime comparison is oddly buried and the overhead of computing pairwise distances at scale seems non-trivial — the paper is a bit too breezy about this.

Overall I think this is a solid contribution with a real idea at its core. But the related work discussion needs serious work, the theory feels a bit hand-wavy in places, and the empirical analysis of failure cases is insufficient. I'm leaning toward borderline accept — the application is interesting and the collision framing is a nice conceptual contribution — but I'd want to see revisions addressing the metric learning connections and the underperformance cases before I'd feel comfortable recommending acceptance.",1,adversarial_bedrock_claude,bGZtz5-Cmkz,0.1,0.2,0.3,0.25,0.15,0.35,0.05,0.1
"This paper proposes a framework for one-class classification and anomaly detection based on learning a projection to a known target distribution (truncated Gaussian, uniform in hyperball, etc.) while maintaining reconstruction fidelity. The core idea is reasonable and I can see the intuition behind wanting the normal data to map to a compact, simple distribution while abnormal data would presumably fall outside it.

That said, I have significant concerns about the novelty and execution here. This is essentially a constrained autoencoder with a specific regularization on the latent space — the connection to existing work on normalizing flows, VAE-based anomaly detection, and hyperspherical VAEs feels underexplored. The authors claim their method is ""novel"" but I spent a good chunk of my reading time thinking ""wait, haven't I seen something very close to this?"" Specifically, the relationship to Deep SVDD (Ruff et al., 2018) is briefly acknowledged but I don't think the authors adequately distinguish their contribution. The hypersphere target distribution in particular feels like it's treading very similar ground.

The experimental evaluation is where I think this paper has the most serious problems. ""A few benchmark datasets"" is not really sufficient for a paper making broad claims about anomaly detection in 2024. Where are results on MVTec? On more recent challenging benchmarks? The results presented (I'm looking at Table 1 and Table 2) show mixed improvements over baselines, and in my experience when results are this mixed with selective dataset choice, it often means the method has specific regimes where it works well but isn't as general as claimed. The ablation in Section 4.3 is helpful but doesn't fully convince me the architectural choices are principled rather than tuned.

I also found the theoretical justification a bit hand-wavy. The ""informativeness"" criterion is described qualitatively but never formally defined. What exactly does it mean for the transformed data to ""preserve important information""? This is doing a lot of work in the paper's motivation and deserves more rigor. Equation (3) and the surrounding discussion felt rushed to me.

On the positive side — the writing is generally clear, the idea is intuitive, and I did appreciate that the authors compare multiple target distributions rather than committing to one. That's actually a nice empirical contribution and the analysis in Figure 3 is interesting, though I wish it were more thorough.

Honestly, I think this paper needs more work before it's ready for a top venue. The core idea might be publishable somewhere with substantially stronger experiments and a cleaner theoretical story. Right now it reads like a workshop paper that got extended without fully addressing what makes it distinct from the crowded field of distribution-matching approaches to anomaly detection. I'm recommending rejection, but I'd encourage the authors to resubmit with a stronger experimental suite.",1,adversarial_bedrock_claude,yBKkp5LT3FX,0.05,0.2,0.25,0.3,0.2,0.35,0.05,0.1
"I'll be honest — I struggled quite a bit with this paper, and after reading it twice I'm still not entirely sure what the core contribution is supposed to be.

The abstract mentions ""probable dataset searching"" but I genuinely cannot tell from either the abstract or the introduction what this means in a precise technical sense. The phrase ""uncertain dataset information"" is used repeatedly without a formal definition. Are we talking about missing labels? Distribution shift? Subset selection? The paper seems to gesture at all three but never commits to a clear problem formulation. By page 3 I was more confused than when I started.

The connection to unsupervised learning and domain adaptation mentioned in the abstract essentially disappears in the body of the paper. That's a red flag — it suggests the framing was retrofitted rather than principled.

On the technical side, the proposed loss functions (equations 3-5, if I'm reading the numbering correctly) appear to be fairly straightforward modifications of standard cross-entropy variants. I'm not convinced there's sufficient novelty here. The justification for why these particular formulations help ""search for probable datasets"" is hand-wavy at best. The theoretical grounding is minimal to nonexistent.

The experiments on 9 datasets sound promising on paper, but Table 2 is nearly unreadable — the column headers don't clearly indicate what baselines are being compared, and the performance deltas in many cases look within noise margins. I'd want to see statistical significance testing here. What are the variance estimates? Were experiments run multiple times?

Writing quality is a serious problem throughout. Sentences like ""dataset labels are postponed to be obtained"" are grammatically awkward and conceptually unclear. This isn't just nitpicking style — unclear writing usually reflects unclear thinking, and I think that's the case here. The paper needs substantial revision before it's ready for a venue like this.

My broader concern is that ""adjusting architecture hyperparameters"" and ""searching for probable datasets"" feel like two separate problems that haven't been convincingly unified. Why do you need to search for a dataset to tune hyperparameters? The motivation never clicked for me.

I might be wrong about some of this — maybe there's a coherent idea buried here that the writing is obscuring — but in my experience a paper that can't clearly state its own problem in the abstract is usually not ready for publication. I'd recommend rejection and encourage the authors to significantly tighten the problem statement, improve the experimental rigor, and clarify the relationship between the two ""types"" of uncertainty they claim to address. The 9-dataset evaluation could be compelling if presented properly, but right now it reads like a collection of numbers without a story.",1,adversarial_bedrock_claude,UvlCVoLV1i,0.05,0.15,0.1,0.2,0.1,0.25,0.02,0.1
